rank,name,fte_students,students_per_staff,international_students,ratio,overall,teaching,research,citations,industry_income,international_outlook
601—800,Kaohsiung Medical UniversityTaiwan,6981,12,5%,56 : 44,18.6—27.5,20.5,18.5,25.4,35.2,22.1
601—800,Universiti Kebangsaan MalaysiaMalaysia,20427,11.8,10%,66 : 34,18.6—27.5,30.6,18.6,11.1,34,33.8
601—800,Keio UniversityJapan,34594,11,6%,34 : 66,18.6—27.5,30.3,20.7,30.5,40.9,25.9
601—800,King Juan Carlos UniversitySpain,33335,26.6,10%,57 : 43,18.6—27.5,14.8,9.5,35.3,35,39.2
601—800,King Mongkut’s University of Technology ThonburiThailand,16801,22.8,1%,57 : 43,18.6—27.5,16.6,11.4,42.1,80.3,28.8
601—800,Kingston UniversityUnited Kingdom,18254,21.7,35%,55 : 45,18.6—27.5,16.6,14.2,27.5,32.7,79.7
601—800,Kindai UniversityJapan,32010,12.4,2%,29 : 71,18.6—27.5,18.8,8.3,33,35.6,17.9
601—800,Kobe UniversityJapan,15779,8.1,6%,34 : 66,18.6—27.5,29.3,19.2,25.3,41.5,22.7
601—800,Kochi UniversityJapan,5608,9.1,1%,46 : 54,18.6—27.5,20,9.4,42.7,39.6,25.9
601—800,Konkuk UniversitySouth Korea,26890,31.5,6%,48 : 52,18.6—27.5,23.8,24.5,20.2,36.7,24
601—800,Kumamoto UniversityJapan,10221,7.5,5%,37 : 63,18.6—27.5,25.8,12.3,31.3,43.4,24.3
601—800,Kuwait UniversityKuwait,37365,23.7,13%,70 : 30,18.6—27.5,18.1,8.9,28.3,37.1,69.4
601—800,Kyungpook National UniversitySouth Korea,27191,18.2,4%,42 : 58,18.6—27.5,19.2,17.9,21.4,39.6,23.4
601—800,University of La LagunaSpain,21497,14.6,6%,58 : 42,18.6—27.5,16.9,9.6,48.5,32.7,47.1
601—800,Leeds Beckett UniversityUnited Kingdom,19910,20.8,12%,50 : 50,18.6—27.5,15.7,10.8,28.4,32.6,41.5
601—800,University of LincolnUnited Kingdom,10999,18.3,15%,56 : 44,18.6—27.5,15.8,12.1,22.6,33.3,61.2
601—800,University of LjubljanaSlovenia,45607,16.8,4%,60 : 40,18.6—27.5,24,14.7,27.3,35.4,35.8
601—800,London Metropolitan UniversityUnited Kingdom,12475,22.4,36%,61 : 39,18.6—27.5,16.1,11.5,19.4,32.6,82
601—800,Manchester Metropolitan UniversityUnited Kingdom,27326,17.5,14%,57 : 43,18.6—27.5,18.2,11.4,32.8,32.3,57.2
601—800,Masaryk UniversityCzech Republic,38249,24.6,19%,62 : 38,18.6—27.5,20.8,18.1,34.3,33.5,54.3
601—800,Miami UniversityUnited States,16659,22.3,8%,53 : 47,18.6—27.5,21.3,18.5,40.1,34.2,28
601—800,Middle East Technical UniversityTurkey,26355,23.3,7%,44 : 56,18.6—27.5,27.3,19.5,31.4,58.8,27.8
601—800,University of MurciaSpainExplore,30192,15.4,5%,61 : 39,18.6—27.5,18.4,12.7,31,33.5,32
601—800,Nagasaki UniversityJapan,9172,7.1,4%,37 : 63,18.6—27.5,25.1,10.8,17.9,35,23.7
601—800,Nagoya City UniversityJapan,4313,8,2%,52 : 48,18.6—27.5,26.1,12.2,31.2,41.5,18.4
601—800,Nagoya Institute of TechnologyJapan,5763,16.8,4%,13 : 87,18.6—27.5,19.1,18.7,18.5,48,19.7
601—800,Nanjing Agricultural UniversityChina,25828,16.3,1%,n/a,18.6—27.5,22.8,15.2,38.6,42.9,16.4
601—800,Nanjing Medical UniversityChina,12013,9,4%,n/a,18.6—27.5,27.2,22.9,33,33.2,18.2
601—800,Nanjing Normal UniversityChina,26588,14.7,3%,68 : 32,18.6—27.5,17.9,9,33.8,46.9,15.7
601—800,National Central UniversityTaiwan,10826,9.6,7%,34 : 66,18.6—27.5,26.6,23.6,21.3,65.8,28.4
601—800,National Chung Cheng UniversityTaiwan,10129,19.4,4%,44 : 56,18.6—27.5,19.6,21.6,17.5,39.7,18.5
601—800,National Chung Hsing UniversityTaiwan,15729,19.2,4%,39 : 61,18.6—27.5,18.8,15.4,25.5,42.1,18.5
601—800,National University of Sciences and TechnologyPakistan,10227,8,3%,33 : 67,18.6—27.5,19.9,8.1,36.2,32.6,35.2
601—800,National Sun Yat-Sen UniversityTaiwan,9344,17.2,5%,37 : 63,18.6—27.5,23.8,27.2,28.9,44.5,26.4
601—800,National Taiwan Ocean UniversityTaiwan,8371,21,5%,30 : 70,18.6—27.5,16.3,18.7,23,51.3,21.1
601—800,National Institute of Technology RourkelaIndia,5675,19.2,3%,22 : 78,18.6—27.5,21.5,8.6,31.7,32.7,14
601—800,Niigata UniversityJapan,12479,8.5,4%,38 : 62,18.6—27.5,23.7,10.6,19.1,36.1,22.2
601—800,University of North Carolina at GreensboroUnited States,18497,22.1,3%,66 : 34,18.6—27.5,19.3,15.5,41.6,33.2,19.4
601—800,Northeast Normal UniversityChina,23287,15,2%,n/a,18.6—27.5,19,5.1,54.2,34,15
601—800,Northeastern UniversityChina,31278,15.4,4%,n/a,18.6—27.5,21,22,7.8,98.6,24.8
601—800,Northumbria UniversityUnited Kingdom,22445,18.3,16%,55 : 45,18.6—27.5,17.6,13.2,38.4,33,61.2
601—800,Northwestern Polytechnical UniversityChina,26345,15.5,3%,25 : 75,18.6—27.5,26.3,27.2,8.4,78.3,16.4
601—800,Nottingham Trent UniversityUnited Kingdom,21932,17,18%,55 : 45,18.6—27.5,16.1,10.6,32.2,32.3,55.3
601—800,Oakland UniversityUnited States,15083,20.4,2%,59 : 41,18.6—27.5,17.4,11.8,24.5,33.5,24.5
601—800,Ohio UniversityUnited States,30341,20.9,6%,57 : 43,18.6—27.5,24.9,14.2,28.5,34.2,29.5
601—800,Okayama UniversityJapan,13186,8.2,4%,38 : 62,18.6—27.5,26.1,14.6,26.4,44,21.9
601—800,Osaka City UniversityJapan,8493,9.8,4%,36 : 64,18.6—27.5,28.5,13.4,33.6,40.2,21.8
601—800,University of OviedoSpain,24845,14.5,2%,54 : 46,18.6—27.5,18.3,12.4,44.2,33.4,30.5
601—800,Palacký University OlomoucCzech RepublicExplore,18482,11.1,9%,69 : 31,18.6—27.5,19,12.6,40.8,32.9,52.2
601—800,Panjab UniversityIndia,15778,22.3,1%,48 : 52,18.6—27.5,23.8,9.2,46.2,32.3,15.2
601—800,University of PatrasGreece,24477,32.9,6%,51 : 49,18.6—27.5,15.3,11.4,35.9,43.6,34.6
601—800,Peter the Great St Petersburg Polytechnic UniversityRussian FederationExplore,15759,6,15%,43 : 57,18.6—27.5,30.9,15.9,17.1,48.8,40.1
601—800,Pontifical Catholic University of Rio Grande do Sul (PUCRS)Brazil,21471,21.1,1%,47 : 53,18.6—27.5,20.3,11.8,28.7,46.2,23.1
601—800,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)Brazil,15047,21.9,3%,51 : 49,18.6—27.5,27.3,23.9,20.6,100,35.2
601—800,University of PretoriaSouth Africa,34447,23.3,8%,57 : 43,18.6—27.5,22.7,24.1,25.6,63.2,47.1
601—800,Universiti Putra MalaysiaMalaysia,24161,12,17%,73 : 27,18.6—27.5,26.9,24.3,14.4,36.3,59.6
601—800,University of PécsHungary,18109,14.6,13%,54 : 46,18.6—27.5,20,9.1,33.1,38.2,55.9
601—800,Quaid-i-azam UniversityPakistan,13126,26,n/a,52 : 48,18.6—27.5,18.2,0.8,56.9,32.1,39.9
601—800,Rochester Institute of TechnologyUnited States,13518,14.1,16%,34 : 66,18.6—27.5,19.8,16.2,30.9,33.7,33.8
601—800,University of RoehamptonUnited Kingdom,7457,18.3,23%,73 : 27,18.6—27.5,16.6,17.4,18.3,32.2,66.5
601—800,Universiti Sains MalaysiaMalaysia,28592,14.7,8%,62 : 38,18.6—27.5,33.1,16,13.1,37.9,44.2
601—800,University of SalamancaSpain,32517,19.1,12%,60 : 40,18.6—27.5,23.3,14.4,32.2,35.2,44.5
601—800,University of SalfordUnited Kingdom,15610,16.9,22%,51 : 49,18.6—27.5,19.6,14.4,23.7,32.7,64.9
601—800,University of Santiago de CompostelaSpain,28259,15.9,9%,63 : 37,18.6—27.5,19.8,14.9,40.9,35.7,42.4
601—800,Savitribai Phule Pune UniversityIndia,5493,14.7,4%,33 : 67,18.6—27.5,38.7,11.4,14.8,33,18.6
601—800,University of Science and Technology BeijingChina,24136,15.8,4%,35 : 65,18.6—27.5,26.8,22.4,10.8,63.3,16.3
601—800,University of SevilleSpain,62090,17,6%,54 : 46,18.6—27.5,19.5,13.9,33.1,37.9,34.4
601—800,Shantou UniversityChinaExplore,9805,13.8,n/a,49 : 51,18.6—27.5,17.5,10.2,33.3,35.1,32.4
601—800,Shinshu UniversityJapanExplore,11026,10.4,2%,32 : 68,18.6—27.5,22.3,11.4,26.2,37.3,21.1
601—800,Shiraz UniversityIran,13686,21.5,1%,52 : 48,18.6—27.5,19.1,19.4,17.7,54.7,15.2
601—800,Sichuan UniversityChina,61533,14.1,4%,49 : 51,18.6—27.5,26.1,21.2,20.1,76.3,18.3
601—800,Sohag UniversityEgypt,36460,24.4,n/a,76 : 24,18.6—27.5,21.6,1.8,30.9,32.1,43.4
601—800,South China University of TechnologyChina,41868,17,3%,34 : 66,18.6—27.5,20.3,19.4,39.5,67.9,18.6
601—800,University of Southern QueenslandAustraliaExplore,14388,27.9,20%,55 : 45,18.6—27.5,21.8,14.6,20.7,32.7,67.7
601—800,Sri Venkateswara UniversityIndia,6880,15.5,n/a,25 : 75,18.6—27.5,34.3,11.5,11.2,32.8,15.5
601—800,Suez Canal UniversityEgypt,34490,12.3,2%,61 : 39,18.6—27.5,16.6,22.5,18.7,32.1,44.9
601—800,Sultan Qaboos UniversityOman,7634,8.5,3%,50 : 50,18.6—27.5,23.2,9.6,17,40.9,70.3
601—800,Suranaree University of TechnologyThailand,10548,26.8,1%,53 : 47,18.6—27.5,20.6,10.9,22.4,33.6,31.5
601—800,University of SzegedHungary,21420,13.1,11%,58 : 42,18.6—27.5,20.6,11,30,36.1,50.8
601—800,São Paulo State University (UNESP)Brazil,53884,14.1,2%,51 : 49,18.6—27.5,29.5,18.8,9.2,34.5,18.8
601—800,TOBB University of Economics and TechnologyTurkey,4506,17.6,1%,42 : 58,18.6—27.5,13.6,10.6,28.3,32.4,30.1
601—800,Taipei Medical UniversityTaiwanExplore,6102,10.4,6%,57 : 43,18.6—27.5,26.4,21.1,27.3,97.9,28.4
601—800,Tallinn University of TechnologyEstonia,13050,24.5,6%,45 : 55,18.6—27.5,14.7,11.4,44.7,44.7,42.5
601—800,Tata Institute of Fundamental ResearchIndia,579,2.2,1%,33 : 67,18.6—27.5,24.4,10,45.1,32.1,37.2
601—800,Technical University of MadridSpain,40523,13.3,12%,32 : 68,18.6—27.5,21.9,13.7,30.8,39.1,41.9
601—800,Teesside UniversityUnited KingdomExplore,11376,18.5,11%,57 : 43,18.6—27.5,15.8,8.8,34.4,32.4,44.4
601—800,University of TehranIran,54000,27,1%,45 : 55,18.6—27.5,27.8,12.6,22.1,32.1,19.1
601—800,Tehran University of Medical SciencesIran,13388,8.1,2%,60 : 40,18.6—27.5,50.2,14.2,14.1,33.6,15.5
601—800,Universiti Teknologi MalaysiaMalaysia,21992,11.9,19%,49 : 51,18.6—27.5,26.8,15.7,27.1,33.1,54.8
601—800,Texas Tech UniversityUnited States,30145,20.2,7%,45 : 55,18.6—27.5,27.7,16.6,25.4,33.6,41.1
601—800,University of Texas at El PasoUnited States,16389,24.3,7%,53 : 47,18.6—27.5,20.7,20.9,20.9,32.1,33
601—800,Tezpur UniversityIndia,3300,13.6,n/a,42 : 58,18.6—27.5,22.4,14.2,39.8,32.2,12.3
601—800,Tokushima UniversityJapan,7550,9,3%,34 : 66,18.6—27.5,27.4,17.9,14.2,54.3,18.5
601—800,Tokyo University of Agriculture and TechnologyJapan,5802,14.8,5%,27 : 73,18.6—27.5,26.4,22.9,20.8,44.6,20.9
601—800,Tokyo University of ScienceJapan,19911,25.2,1%,20 : 80,18.6—27.5,21.1,23.7,22.5,37.8,16.8
601—800,Toyohashi University of Technology (TUT)Japan,2331,9.9,8%,10 : 90,18.6—27.5,22.3,17.2,16.8,47.7,24.7
601—800,Universiti Teknologi PetronasMalaysiaExplore,5466,14.1,27%,36 : 64,18.6—27.5,25.1,17,10.3,65.5,64.4
601—800,University of VigoSpain,20834,17.2,4%,50 : 50,18.6—27.5,15.5,11.7,33.2,37,36.5
601—800,Vilnius UniversityLithuania,18442,11.9,4%,64 : 36,18.6—27.5,19.2,12.7,35,40.2,40.4
601—800,Waseda UniversityJapan,51809,16.6,8%,35 : 65,18.6—27.5,25.9,20,30.1,35.6,32.4
601—800,University of the West of EnglandUnited Kingdom,20754,19.3,17%,53 : 47,18.6—27.5,15.6,13.4,38.3,32.9,53.3
601—800,University of the West of ScotlandUnited KingdomExplore,11593,20.7,11%,60 : 40,18.6—27.5,14,10.3,40,32.3,56.7
601—800,West University of TimişoaraRomania,13555,18.3,4%,65 : 35,18.6—27.5,18.1,7.9,29.2,32.1,29.8
601—800,University of the Western CapeSouth Africa,20182,33.2,8%,60 : 40,18.6—27.5,17.9,14.3,40.1,32.7,58.4
601—800,University of WestminsterUnited Kingdom,16568,20.1,45%,58 : 42,18.6—27.5,15.6,14,22.2,32.4,81
601—800,University of WindsorCanada,15453,18.7,16%,52 : 48,18.6—27.5,18,13.7,24.7,35.3,48.3
601—800,Yamagata UniversityJapan,8866,8.3,2%,34 : 66,18.6—27.5,22.3,10,22.8,50.4,19.4
601—800,University of YamanashiJapan,4842,6.9,4%,30 : 70,18.6—27.5,25.3,10.2,19.5,35.9,19.8
601—800,Yeungnam UniversitySouth Korea,22658,16.2,3%,49 : 51,18.6—27.5,33.1,11.4,35,38.9,28
601—800,Yokohama City UniversityJapan,4851,5,2%,55 : 45,18.6—27.5,23.8,6.4,38,39.4,16.9
601—800,Yuan Ze UniversityTaiwan,8814,20.9,5%,42 : 58,18.6—27.5,17.1,14.1,25.3,45.7,20.9
601—800,École Centrale de LyonFrance,1872,17.7,23%,26 : 74,18.6—27.5,28.8,15,23.7,82.7,64.9
601—800,Izmir Institute of TechnologyTurkey,4201,19,4%,45 : 55,18.6—27.5,17.7,9,25.2,42.5,29.2
> 800,Acharya Nagarjuna UniversityIndia,5605,17.4,3%,27 : 73,8.3—18.5,36.2,7.8,1.7,39.9,17.1
> 800,Adam Mickiewicz UniversityPoland,39291,15,2%,71 : 29,8.3—18.5,17.6,10.4,20.4,32.7,28.1
> 800,"University of Agriculture, FaisalabadPakistan",15122,29,n/a,36 : 64,8.3—18.5,14.8,12.2,20.6,32.2,26.2
> 800,Ain Shams UniversityEgypt,133048,12.5,2%,59 : 41,8.3—18.5,19.2,7.9,9.6,33.3,31.2
> 800,Alexandria UniversityEgypt,154366,26.9,3%,47 : 53,8.3—18.5,16.2,8.7,20.6,34.8,42.2
> 800,Alexandru Ioan Cuza UniversityRomania,23707,29.7,3%,59 : 41,8.3—18.5,20.1,11.7,11.2,32.2,48.7
> 800,Amity UniversityIndia,25391,15,3%,38 : 62,8.3—18.5,15,7.5,10,32.9,16.6
> 800,Amrita Vishwa VidyapeethamIndia,18938,11.9,9%,n/a,8.3—18.5,18.7,6,10.8,44.4,37.1
> 800,Anadolu UniversityTurkey,1414640,594.4,n/a,44 : 56,8.3—18.5,10.9,8.9,15.3,39.3,15.1
> 800,"University of the Andes, VenezuelaVenezuela",54595,23.2,n/a,60 : 40,8.3—18.5,13.1,6.9,13.2,32.1,41.5
> 800,Andhra UniversityIndia,10882,21,4%,55 : 45,8.3—18.5,33,8.1,1.6,35.5,15
> 800,Ankara UniversityTurkey,59554,16.4,4%,53 : 47,8.3—18.5,18,5.3,10.4,32.6,18.8
> 800,Autonomous University of Nuevo LeónMexico,104912,28.9,n/a,n/a,8.3—18.5,11.6,6.7,8.1,32.1,28.2
> 800,Autonomous University of PueblaMexico,64029,14.3,n/a,52 : 48,8.3—18.5,14.6,8.2,9.7,32.1,22.2
> 800,Autonomous University of the State of MexicoMexico,52482,22.8,n/a,56 : 44,8.3—18.5,15.6,8.6,5.4,32.4,23.1
> 800,Bahauddin Zakariya UniversityPakistan,21433,30.2,n/a,47 : 53,8.3—18.5,13.2,10.1,24,0,25.8
> 800,Bandung Institute of Technology (ITB)Indonesia,19757,13.9,1%,41 : 59,8.3—18.5,19,11.1,1.9,84.4,28
> 800,Belarusian State UniversityBelarus,28822,10,6%,69 : 31,8.3—18.5,20.1,9,11,32.1,52.3
> 800,University of BelgradeSerbia,99335,25.4,4%,60 : 40,8.3—18.5,17.4,12.5,20.7,36.7,32.2
> 800,University of BucharestRomania,31305,23.5,2%,70 : 30,8.3—18.5,22.3,7.4,9.4,32.2,25.5
> 800,Cairo UniversityEgypt,256470,46.3,2%,48 : 52,8.3—18.5,18.2,11.8,15.8,33.4,30.6
> 800,Central South UniversityChina,55100,17,1%,40 : 60,8.3—18.5,23.7,11.3,18.5,48.7,14.6
> 800,University of Cergy-PontoiseFrance,17165,9.3,14%,57 : 43,8.3—18.5,18.9,7.5,16.8,34.8,55.8
> 800,Chiba Institute of TechnologyJapan,9644,34,1%,10 : 90,8.3—18.5,13.5,9.6,8.9,34.5,15
> 800,China University of Mining and TechnologyChina,43024,19,1%,26 : 74,8.3—18.5,19.2,14.4,11.3,65.4,13.4
> 800,Chongqing UniversityChina,46461,16.5,3%,n/a,8.3—18.5,18,17.5,14.4,65.4,18.4
> 800,Chungnam National UniversitySouth Korea,22433,21.9,3%,34 : 66,8.3—18.5,23.6,9.2,13,48.5,20.5
> 800,Chuo UniversityJapan,26908,38.8,3%,34 : 66,8.3—18.5,23.3,8.5,18.6,34.4,20
> 800,Cochin University of Science and TechnologyIndia,7615,32.1,n/a,35 : 65,8.3—18.5,25.9,12.8,4.4,32.1,14.8
> 800,University of ColomboSri Lanka,16296,22.4,1%,40 : 60,8.3—18.5,12.2,6.8,11,32.1,37
> 800,University of Costa RicaCosta Rica,30067,10.1,%,52 : 48,8.3—18.5,19.3,7.7,16.6,2.5,42.4
> 800,Czech University of Life Sciences Prague (CULS)Czech Republic,18149,22,16%,55 : 45,8.3—18.5,15.8,11.4,9.1,48.5,65.7
> 800,University of DebrecenHungary,28812,19.7,13%,57 : 43,8.3—18.5,17.5,4.3,23.4,37.1,48.7
> 800,Doshisha UniversityJapan,28899,23,3%,38 : 62,8.3—18.5,14.7,6.2,7.2,33.5,22.1
> 800,University of Electronic Science and Technology of ChinaChina,34483,16.1,1%,23 : 77,8.3—18.5,16,6.6,15,32.1,17.2
> 800,Embry-Riddle Aeronautical UniversityUnited States,15259,10.2,10%,16 : 84,8.3—18.5,18,6.6,12.2,33.2,25.6
> 800,Erciyes UniversityTurkey,31185,24.2,3%,46 : 54,8.3—18.5,15.4,10.1,26.6,37.1,19.8
> 800,Federal University of BahiaBrazil,35173,14.2,1%,47 : 53,8.3—18.5,18.5,5.2,14.4,1.1,22.2
> 800,Federal University of Ceará (UFC)Brazil,34836,17.8,1%,48 : 52,8.3—18.5,22.9,4.7,16.6,1.5,19.8
> 800,Federal University of GoiásBrazil,29785,5.2,n/a,46 : 54,8.3—18.5,17.4,7.1,14,32.1,18.9
> 800,Federal University of PernambucoBrazil,31512,12.3,1%,51 : 49,8.3—18.5,23.5,5,11.5,32.1,18.5
> 800,Federal University of Rio Grande do Norte (UFRN)Brazil,40110,18.7,1%,48 : 52,8.3—18.5,20.9,8.2,10.6,44,18.5
> 800,Federal University of Santa MariaBrazil,24695,13,n/a,n/a,8.3—18.5,20.3,5,7.2,32.8,14.5
> 800,Federal University of São CarlosBrazil,16556,14.3,2%,n/a,8.3—18.5,23,6.8,12.9,32.1,21.4
> 800,Federal University of ViçosaBrazil,16819,13.9,2%,51 : 49,8.3—18.5,21.8,8.8,6.4,53.1,16.2
> 800,Federal University of LavrasBrazil,11894,20.8,1%,52 : 48,8.3—18.5,31.9,14.2,5.1,43.7,14.9
> 800,Ferdowsi University of MashhadIran,23187,29.4,4%,57 : 43,8.3—18.5,21.6,8.6,16.1,0.6,19.3
> 800,Fluminense Federal UniversityBrazil,43821,13,n/a,55 : 45,8.3—18.5,18.4,7.9,8.5,32.3,22.7
> 800,Fu Jen Catholic UniversityTaiwan,27427,25.2,5%,58 : 42,8.3—18.5,13.8,9.9,19.3,45.9,20.9
> 800,Gazi UniversityTurkey,76768,25,3%,49 : 51,8.3—18.5,17.5,9.1,9.6,36.8,14.5
> 800,Gdańsk University of TechnologyPoland,25491,20.9,1%,39 : 61,8.3—18.5,14.8,9.2,28.3,37.6,17.6
> 800,Gifu UniversityJapan,7280,10,4%,34 : 66,8.3—18.5,21.8,12,16.2,36,19.7
> 800,University of GuadalajaraMexicoExplore,109375,51,1%,51 : 49,8.3—18.5,14.9,3.1,6.1,32.1,27.7
> 800,Gunma UniversityJapan,6393,9.6,3%,36 : 64,8.3—18.5,22.3,11.5,13.1,44.1,17.1
> 800,Hallym UniversitySouth Korea,9497,11.1,2%,n/a,8.3—18.5,18.6,7.2,11.3,33.3,17.7
> 800,Hashemite UniversityJordan,29803,32.8,1%,61 : 39,8.3—18.5,8.2,7.6,20.3,32.1,40.8
> 800,Hosei UniversityJapan,29171,38.7,1%,34 : 66,8.3—18.5,14.1,4.9,14,33.1,20.8
> 800,I-Shou UniversityTaiwan,16583,30.5,11%,45 : 55,8.3—18.5,12.7,14.8,15.7,47.9,27
> 800,University of IbadanNigeria,26753,17.3,1%,45 : 55,8.3—18.5,27.5,11.3,5.7,40.4,28.8
> 800,University of IndonesiaIndonesia,46775,21.3,n/a,57 : 43,8.3—18.5,17.5,9.7,12.6,44,33
> 800,Islamic Azad University KarajIran,30000,52.4,1%,53 : 47,8.3—18.5,14,7.8,15.2,32.1,15.8
> 800,Ivane Javakhishvili Tbilisi State UniversityGeorgia,21675,28.6,2%,62 : 38,8.3—18.5,12.1,9,2.1,32.9,37.8
> 800,Iwate UniversityJapan,5719,14.4,3%,37 : 63,8.3—18.5,19.8,6.6,12.8,42,20.2
> 800,Jiangsu UniversityChinaExplore,32664,7.2,3%,41 : 59,8.3—18.5,20.5,8.5,11.6,52.8,25.2
> 800,Jinan UniversityChinaExplore,45094,19.7,26%,58 : 42,8.3—18.5,19.1,13.2,14.8,36.7,41.9
> 800,University of JordanJordan,26532,12.5,17%,65 : 35,8.3—18.5,19.2,6,9.6,33.8,66.4
> 800,Kansai UniversityJapan,30178,10.9,3%,39 : 61,8.3—18.5,24.3,6.7,9.9,32.7,21.4
> 800,University of KarachiPakistan,22990,19.6,n/a,57 : 43,8.3—18.5,17.1,8.3,4.3,32.1,29.4
> 800,Kasetsart UniversityThailand,67148,23,1%,60 : 40,8.3—18.5,14.5,9.7,8.7,40.2,34.7
> 800,Kaunas University of TechnologyLithuania,9873,12.7,4%,40 : 60,8.3—18.5,17.5,10.9,4.2,36.1,21.5
> 800,Khon Kaen UniversityThailand,37320,15.6,1%,63 : 37,8.3—18.5,18.5,8.5,21.3,45.6,29.9
> 800,King Mongkut’s Institute of Technology LadkrabangThailand,24642,25.3,n/a,51 : 49,8.3—18.5,14,21.8,11.3,83.1,17.9
> 800,Kwansei Gakuin UniversityJapan,24107,15.6,4%,47 : 53,8.3—18.5,15.1,7.1,5.7,32.8,25.6
> 800,Kyushu Institute of Technology (Kyutech)Japan,5872,16.1,4%,12 : 88,8.3—18.5,18,10.5,14.3,50.5,22.6
> 800,University of LahorePakistan,23831,19,2%,32 : 68,8.3—18.5,12.2,7.5,10.9,32.1,32.1
> 800,University of LatviaLatvia,12480,31,6%,n/a,8.3—18.5,21.7,12,14.9,32.9,31.8
> 800,Lobachevsky State University of Nizhni NovgorodRussian Federation,18662,8.8,5%,53 : 47,8.3—18.5,25.8,10.9,7.3,41.2,23.8
> 800,London South Bank UniversityUnited Kingdom,12482,17.2,34%,54 : 46,8.3—18.5,14.4,8.3,15.2,32.5,68.5
> 800,Londrina State UniversityBrazil,20546,12.1,1%,57 : 43,8.3—18.5,19.9,6.7,7.9,32.1,15.5
> 800,Lviv Polytechnic National UniversityUkraine,28037,13.5,1%,n/a,8.3—18.5,16.6,7.6,1,32.4,25
> 800,Maharaja Sayajirao University of BarodaIndia,37783,54.8,n/a,52 : 48,8.3—18.5,15.9,8.5,16.4,32.3,12.3
> 800,Manipal UniversityIndiaExplore,24022,9.8,10%,45 : 55,8.3—18.5,20.7,9.2,2.3,32.2,25
> 800,Mansoura UniversityEgypt,113021,18,3%,54 : 46,8.3—18.5,15.7,2.6,19,32.1,37.1
> 800,Marmara UniversityTurkey,66212,32.6,4%,50 : 50,8.3—18.5,14.8,3.2,10.4,32.1,19.8
> 800,University of Marrakech Cadi AyyadMorocco,64260,44.1,1%,44 : 56,8.3—18.5,14.1,6.8,23.4,34.2,41.9
> 800,Meiji UniversityJapan,32433,29.6,4%,31 : 69,8.3—18.5,14.7,10.5,16.9,43.2,20.9
> 800,Ming Chuan UniversityTaiwan,18809,24.5,10%,60 : 40,8.3—18.5,12.2,8,8.8,32.5,24.8
> 800,Mohammed V University of RabatMorocco,75403,35.8,3%,48 : 52,8.3—18.5,21.8,7.7,9.8,37.6,31.3
> 800,University of MonastirTunisia,24724,13.8,1%,66 : 34,8.3—18.5,15.9,7,9.6,32.1,39.4
> 800,Tokyo City UniversityJapan,8150,15.9,1%,21 : 79,8.3—18.5,16.4,8.8,10.1,36.9,17.4
> 800,Nagaoka University of TechnologyJapan,2297,9.8,11%,10 : 90,8.3—18.5,24.2,12.4,14,38.9,31.4
> 800,University of NairobiKenya,74654,42.2,1%,40 : 60,8.3—18.5,13.6,10,20.2,32.9,46.3
> 800,Nanjing Tech UniversityChina,28861,18.3,1%,n/a,8.3—18.5,15.4,11.5,16.1,67.7,15.7
> 800,National Chengchi UniversityTaiwan,15922,17.4,12%,58 : 42,8.3—18.5,18.9,13.7,10.9,34.6,41.4
> 800,National Research University of Electronic Technology (MIET)Russian Federation,4460,10.5,2%,28 : 72,8.3—18.5,18.8,11.1,11.9,33.8,28.3
> 800,National Research Saratov State UniversityRussian Federation,11663,12.9,6%,63 : 37,8.3—18.5,19.4,12.3,18.7,36,31.4
> 800,National University of Science and Technology (MISiS)Russian Federation,8326,9.2,17%,38 : 62,8.3—18.5,23.5,13.9,8.7,50.2,40.9
> 800,National University of the SouthArgentina,19086,6.8,1%,58 : 42,8.3—18.5,21.3,6.9,8.8,1.1,17.5
> 800,National Taipei University of TechnologyTaiwan,10409,17,5%,26 : 74,8.3—18.5,15.8,13.7,17.9,74,19.1
> 800,National Technical University of Ukraine – Kyiv Polytechnic InstituteUkraine,22328,8.8,2%,32 : 68,8.3—18.5,21.8,9.5,1.5,33.3,17.8
> 800,Nicolaus Copernicus University in ToruńPoland,22551,11.2,1%,69 : 31,8.3—18.5,18.6,8,16.3,33.7,22.6
> 800,Novosibirsk State Technical UniversityRussian Federation,11358,12.6,17%,54 : 46,8.3—18.5,20.3,10.4,3.2,37.2,31.3
> 800,Ocean University of ChinaChina,35373,19.8,1%,n/a,8.3—18.5,18.9,11.4,21,46.6,17.2
> 800,Oita UniversityJapan,5834,7.1,2%,38 : 62,8.3—18.5,22.7,7.3,10.3,33.3,16.4
> 800,Osaka Prefecture UniversityJapan,7931,7.4,3%,35 : 65,8.3—18.5,23.2,11.5,16.9,39.8,19.1
> 800,Osmania UniversityIndia,11921,12.2,4%,34 : 66,8.3—18.5,29.6,12.2,7.3,32.4,9.1
> 800,Federal University of Ouro PretoBrazil,15948,17.5,n/a,50 : 50,8.3—18.5,14.5,4.6,13.2,33.9,17.2
> 800,University of PardubiceCzech Republic,10508,19.4,4%,55 : 45,8.3—18.5,15.6,12.1,16.5,32.8,23.5
> 800,RUDN UniversityRussian Federation,14773,8.8,34%,51 : 49,8.3—18.5,23.3,9.8,2.6,35.1,44.6
