rank,name,fte_students,students_per_staff,international_students,ratio,overall,teaching,research,citations,industry_income,international_outlook,size,country,continent,english_spoken,country_int,continent_int
501–600,Concordia University,32331,31.1,0.28,50,32.6,21.4,24.0,40.3,34.8,80.7,large,Canada,North America,1.0,154.0,3.0
501–600,Creighton University,8213,11.3,0.09,58,34.3,37.1,10.3,56.2,35.0,31.1,medium,United States,North America,1.0,172.0,3.0
501–600,Diego Portales University,16348,14.4,0.02,48,34.1,15.7,8.7,74.7,31.8,47.7,large,Chile,South America,0.0,190.0,5.0
501–600,East China Normal University,27189,12.6,0.13,62,32.4,25.4,20.1,46.9,46.0,47.2,large,China,Asia,0.0,61.0,1.0
501–600,Edith Cowan University,16315,35.5,0.23,61,34.6,20.4,20.3,52.2,36.4,77.4,large,Australia,Oceania,1.0,173.0,4.0
501–600,Ewha Womans University,15044,14.4,0.11,10,33.9,27.1,26.4,43.0,68.9,42.6,large,South Korea,Asia,0.0,73.0,1.0
501–600,Federal University of São Paulo (UNIFESP),14475,9.3,0.01,55,30.9,35.8,16.9,41.2,34.0,24.6,medium,Brazil,South America,0.0,189.0,5.0
501–600,Federico Santa María Technical University,19265,30.3,0.02,23,31.9,14.6,10.7,64.8,40.0,51.7,large,Chile,South America,0.0,190.0,5.0
501–600,University of Ferrara,13902,8.3,0.07,56,34.5,21.2,10.2,69.6,34.2,44.8,medium,Italy,Europe,0.0,123.0,2.0
501–600,Fujita Health University,2810,3.1,0.13,55,34.1,24.2,7.7,74.5,35.2,17.3,small,Japan,Asia,0.0,69.0,1.0
501–600,University of Granada,59539,17.6,0.14,58,31.1,22.5,19.2,46.8,32.8,50.1,large,Spain,Europe,0.0,144.0,2.0
501–600,Harbin Institute of Technology,29395,10.0,0.09,31,34.2,34.4,31.9,31.4,99.0,31.6,large,China,Asia,0.0,61.0,1.0
501–600,University of Hertfordshire,17330,17.3,0.28,54,32.0,18.2,11.9,54.0,32.6,79.0,large,United Kingdom,Europe,1.0,148.0,2.0
501–600,Indian Institute of Technology Delhi,7284,13.3,0.01,20,33.9,36.6,19.2,48.7,51.8,16.8,medium,India,Asia,0.0,64.0,1.0
501–600,Indian Institute of Technology Kanpur,6472,15.2,0.01,14,31.6,32.6,21.7,38.5,92.7,19.5,medium,India,Asia,0.0,64.0,1.0
501–600,Indian Institute of Technology Kharagpur,11016,18.0,0.13,16,34.7,32.6,29.5,43.3,73.7,16.8,medium,India,Asia,0.0,64.0,1.0
501–600,Indian Institute of Technology Roorkee,8240,14.1,0.01,16,34.3,30.2,18.1,56.1,69.9,16.0,medium,India,Asia,0.0,64.0,1.0
501–600,University of Ioannina,21672,41.6,0.04,57,34.8,19.2,14.9,68.1,36.5,42.7,large,Greece,Europe,0.0,119.0,2.0
501–600,ITMO University,10582,9.5,0.13,37,32.0,26.5,17.8,44.3,67.7,50.3,medium,Russian Federation,Europe,0.0,139.0,2.0
501–600,Johannes Kepler University of Linz,6449,11.0,0.1,52,33.3,26.3,15.3,49.8,53.7,59.9,medium,Austria,Europe,0.0,103.0,2.0
501–600,Keele University,7986,13.9,0.23,57,34.5,19.8,19.5,54.5,33.8,73.4,medium,United Kingdom,Europe,1.0,148.0,2.0
501–600,Kent State University,23647,18.6,0.09,59,33.9,23.8,16.9,60.2,32.1,37.3,large,United States,North America,1.0,172.0,3.0
501–600,King Fahd University of Petroleum and Minerals,6471,6.1,0.2,0,31.1,26.8,12.8,37.4,61.7,85.5,medium,Saudi Arabia,Asia,0.0,87.0,1.0
501–600,King Saud University,34489,9.3,0.1,49,33.1,24.5,27.6,30.7,95.1,78.8,large,Saudi Arabia,Asia,0.0,87.0,1.0
501–600,Konkuk University,15229,28.0,0.12,55,30.7,33.1,32.5,23.3,39.4,40.5,large,South Korea,Asia,0.0,73.0,1.0
501–600,Lappeenranta University of Technology,3622,23.4,0.19,30,31.5,26.7,26.5,32.6,55.8,58.7,small,Finland,Europe,0.0,115.0,2.0
501–600,Lehigh University,6476,11.4,0.16,45,33.7,24.7,19.9,54.5,36.6,40.5,medium,United States,North America,1.0,172.0,3.0
501–600,University of Limerick,13302,20.3,0.18,48,33.8,22.1,19.9,46.5,36.0,85.0,medium,Ireland,Europe,1.0,122.0,2.0
501–600,Lincoln University,2455,4.3,0.34,48,33.3,29.1,16.1,41.8,36.6,83.7,small,New Zealand,Oceania,1.0,179.0,4.0
501–600,University of Lisbon,49682,18.6,0.1,50,34.6,24.0,22.6,53.2,36.8,49.4,large,Portugal,Europe,0.0,137.0,2.0
501–600,Liverpool John Moores University,18268,18.2,0.13,54,34.4,18.0,14.7,62.7,32.7,66.8,large,United Kingdom,Europe,1.0,148.0,2.0
501–600,University of Lorraine,55606,18.4,0.15,52,33.5,21.9,11.3,60.7,37.8,58.0,large,France,Europe,0.0,116.0,2.0
501–600,Mahidol University,28996,10.5,0.03,63,30.8,27.1,16.0,43.4,60.0,45.0,large,Thailand,Asia,0.0,93.0,1.0
501–600,Masaryk University,34756,22.4,0.2,62,31.4,22.2,22.7,42.8,33.7,56.3,large,Czech Republic,Europe,0.0,112.0,2.0
501–600,Memorial University of Newfoundland,15116,12.9,0.15,57,32.9,19.1,16.1,55.9,49.5,58.3,large,Canada,North America,1.0,154.0,3.0
501–600,Missouri University of Science and Technology,8146,23.7,0.17,23,33.3,26.2,23.9,40.6,47.5,65.9,medium,United States,North America,1.0,172.0,3.0
501–600,Montana State University,14023,18.8,0.04,46,34.0,18.1,18.2,66.1,48.2,27.2,medium,United States,North America,1.0,172.0,3.0
501–600,University of Nantes,37231,24.7,0.1,56,33.0,20.2,19.3,55.7,36.2,46.8,large,France,Europe,0.0,116.0,2.0
501–600,National and Kapodistrian University of Athens,60850,32.9,0.09,60,33.0,26.3,13.6,54.4,49.3,46.2,large,Greece,Europe,0.0,119.0,2.0
501–600,National Cheng Kung University (NCKU),21337,14.4,0.11,36,33.3,28.3,38.2,28.3,99.8,31.9,large,Taiwan,Asia,0.0,91.0,1.0
501–600,National Taiwan Normal University,10718,12.9,0.26,56,31.9,28.8,33.5,25.3,82.9,47.9,medium,Taiwan,Asia,0.0,91.0,1.0
501–600,New Jersey Institute of Technology,11423,21.1,0.18,24,33.2,19.7,14.7,59.7,34.2,55.4,medium,United States,North America,1.0,172.0,3.0
501–600,Northumbria University,22176,17.8,0.16,54,31.1,19.1,15.2,50.3,32.4,65.1,large,United Kingdom,Europe,1.0,148.0,2.0
501–600,NOVA University of Lisbon,19495,19.1,0.14,49,34.1,24.8,24.8,46.5,43.9,55.9,large,Portugal,Europe,0.0,137.0,2.0
501–600,Oklahoma State University,21677,22.1,0.06,49,30.9,27.5,22.4,42.5,36.1,29.8,large,United States,North America,1.0,172.0,3.0
501–600,University of Palermo,43249,27.8,0.01,59,32.9,19.1,13.5,67.8,33.0,25.7,large,Italy,Europe,0.0,123.0,2.0
501–600,Panthéon-Sorbonne University – Paris 1,40270,33.4,0.21,60,34.6,49.3,40.1,10.4,32.0,50.8,large,France,Europe,0.0,116.0,2.0
501–600,Polytechnic University of Valencia,23471,10.0,0.11,37,32.5,24.0,25.4,44.4,43.5,43.6,large,Spain,Europe,0.0,144.0,2.0
501–600,Pontifical Catholic University of Chile,27065,15.4,0.07,49,33.0,25.9,25.1,42.5,35.8,53.9,large,Chile,South America,0.0,190.0,5.0
501–600,Pontifical Javeriana University,28108,17.0,0.01,56,31.9,17.0,8.7,66.6,32.6,44.7,large,Colombia,South America,0.0,191.0,5.0
501–600,University of Porto,31743,18.8,0.11,54,34.9,27.1,26.9,47.0,39.8,48.3,large,Portugal,Europe,0.0,137.0,2.0
501–600,University of Portsmouth,19096,15.6,0.27,45,34.2,19.1,14.3,57.1,32.1,83.1,large,United Kingdom,Europe,1.0,148.0,2.0
501–600,Université du Québec,54033,20.1,0.1,57,33.3,26.2,22.4,43.4,40.9,62.9,large,Canada,North America,1.0,154.0,3.0
501–600,Renmin University of China,25183,12.0,0.06,49,34.5,42.3,21.4,37.6,38.2,42.6,large,China,Asia,0.0,61.0,1.0
501–600,University of Salento,19025,37.8,0.01,63,31.2,20.1,11.8,62.4,36.6,26.6,large,Italy,Europe,0.0,123.0,2.0
501–600,University of Sassari,12194,19.6,0.01,64,32.0,20.9,13.1,61.0,34.1,35.8,medium,Italy,Europe,0.0,123.0,2.0
501–600,Sejong University,11884,16.3,0.06,46,31.6,25.5,18.5,50.2,35.0,33.2,medium,South Korea,Asia,0.0,73.0,1.0
501–600,Shandong University,45900,14.8,0.05,49,32.2,35.4,30.9,29.5,69.7,22.7,large,China,Asia,0.0,61.0,1.0
501–600,Université de Sherbrooke,14373,12.3,0.08,57,33.2,29.0,13.2,51.3,33.4,57.2,medium,Canada,North America,1.0,154.0,3.0
501–600,Soochow University,45109,16.0,0.05,54,33.5,21.1,17.7,61.6,68.4,22.5,large,China,Asia,0.0,61.0,1.0
501–600,South China University of Technology,42076,16.3,0.02,35,31.8,22.5,24.1,48.3,65.9,22.5,large,China,Asia,0.0,61.0,1.0
501–600,University of South Dakota,15624,31.8,0.03,61,33.0,30.9,14.0,56.4,33.6,24.1,large,United States,North America,1.0,172.0,3.0
501–600,Southeast University,32464,11.7,0.05,49,32.7,29.7,32.9,33.2,92.7,21.7,large,China,Asia,0.0,61.0,1.0
501–600,University of Split,20817,30.7,0.01,49,30.8,16.8,12.5,60.3,33.5,41.7,large,Croatia,Europe,0.0,109.0,2.0
501–600,Stevens Institute of Technology,5636,16.2,0.35,29,34.5,20.6,16.2,59.5,33.2,64.2,medium,United States,North America,1.0,172.0,3.0
501–600,University of the Sunshine Coast,8202,28.3,0.16,64,31.0,17.1,20.9,46.5,34.4,63.3,medium,Australia,Oceania,1.0,173.0,4.0
501–600,Tampere University of Technology,5490,19.6,0.08,23,34.5,25.4,15.9,54.2,80.2,51.0,medium,Finland,Europe,0.0,115.0,2.0
501–600,University of Texas at Arlington,26325,25.3,0.14,56,30.7,20.8,16.4,51.5,37.7,41.3,large,United States,North America,1.0,172.0,3.0
501–600,Texas Tech University,32486,22.2,0.09,46,30.7,31.0,18.4,39.5,33.1,42.5,large,United States,North America,1.0,172.0,3.0
501–600,Tianjin University,30513,12.0,0.01,49,33.3,36.9,32.8,28.5,97.1,18.8,large,China,Asia,0.0,61.0,1.0
501–600,Tokyo Metropolitan University,9263,10.0,0.04,36,30.9,22.7,13.3,57.8,34.0,24.8,medium,Japan,Asia,0.0,69.0,1.0
501–600,University of Toledo,18525,15.9,0.1,50,31.1,32.7,13.9,42.9,42.9,41.9,large,United States,North America,1.0,172.0,3.0
501–600,Tomsk State University,8022,8.3,0.22,59,34.7,36.7,26.5,32.8,63.6,57.1,medium,Russian Federation,Europe,0.0,139.0,2.0
501–600,Universiti Tunku Abdul Rahman (UTAR),18642,16.9,0.01,52,31.5,15.4,7.8,71.3,32.5,30.8,large,Malaysia,Asia,0.0,79.0,1.0
501–600,University of Ulsan,13689,12.6,0.03,45,32.9,20.1,20.3,59.4,56.2,20.7,medium,South Korea,Asia,0.0,73.0,1.0
501–600,Ulster University,18550,14.9,0.08,55,32.4,21.0,15.6,50.6,33.0,72.0,large,United Kingdom,Europe,1.0,148.0,2.0
501–600,United Arab Emirates University,7492,9.2,0.26,79,34.8,22.9,16.9,49.1,38.4,95.1,medium,United Arab Emirates,Asia,0.0,96.0,1.0
501–600,University of Valencia,48725,14.9,0.09,60,33.0,21.9,18.4,56.2,34.4,42.2,large,Spain,Europe,0.0,144.0,2.0
501–600,University of Warsaw,50026,14.1,0.09,66,31.5,25.9,18.3,47.1,32.4,44.6,large,Poland,Europe,0.0,136.0,2.0
501–600,University of the West of Scotland,11160,20.0,0.13,61,33.6,14.9,10.9,68.2,32.4,61.4,medium,United Kingdom,Europe,1.0,148.0,2.0
501–600,Xi’an Jiaotong University,32199,10.7,0.04,35,32.3,32.7,26.2,35.0,56.0,35.8,large,China,Asia,0.0,61.0,1.0
601–800,University of the Aegean,12264,37.9,0.01,59,26.1,17.7,16.4,41.3,32.4,35.4,medium,Greece,Europe,0.0,119.0,2.0
601–800,AGH University of Science and Technology,32930,14.9,0.02,34,22.4,18.6,12.3,35.6,35.7,20.3,large,Poland,Europe,0.0,136.0,2.0
601–800,The University of Aizu,1228,11.5,0.03,13,27.6,19.4,10.0,42.7,34.8,67.5,small,Japan,Asia,0.0,69.0,1.0
601–800,University of Alcalá,18023,13.1,0.21,55,29.0,20.4,12.2,45.9,40.5,59.8,large,Spain,Europe,0.0,144.0,2.0
601–800,University of Algarve,7643,12.2,0.11,57,27.0,19.5,11.2,42.3,33.2,56.9,medium,Portugal,Europe,0.0,137.0,2.0
601–800,Aligarh Muslim University,17732,14.6,0.02,36,24.5,29.9,10.1,33.1,31.7,23.9,large,India,Asia,0.0,64.0,1.0
601–800,American University in Cairo,6093,12.4,0.05,54,25.7,23.3,18.0,24.7,32.5,68.3,medium,Egypt,Africa,0.0,14.0,0.0
601–800,American University of Sharjah,5778,15.0,0.84,49,23.3,15.5,12.5,22.7,35.4,96.2,medium,United Arab Emirates,Asia,0.0,96.0,1.0
601–800,Amirkabir University of Technology,12815,23.3,0.01,34,30.1,27.4,27.2,35.3,74.4,16.8,medium,Iran,Asia,0.0,66.0,1.0
601–800,University of the Andes Colombia,16664,15.3,0.02,44,30.6,21.1,15.0,49.4,39.9,53.2,large,Colombia,South America,0.0,191.0,5.0
601–800,Atılım University,7100,16.1,0.05,43,28.5,16.1,7.5,60.0,33.3,34.6,medium,Turkey,Asia,0.0,94.0,1.0
601–800,Auburn University,23186,18.2,0.05,50,28.3,31.8,20.2,30.9,38.9,33.2,large,United States,North America,1.0,172.0,3.0
601–800,Babe_-Bolyai University,37961,24.3,0.02,60,24.6,24.8,11.3,32.9,32.2,40.8,large,Romania,Europe,0.0,138.0,2.0
601–800,Banaras Hindu University,24399,18.8,0.02,36,22.0,24.8,15.5,26.4,31.7,16.0,large,India,Asia,0.0,64.0,1.0
601–800,University of the Basque Country,44028,14.8,0.06,52,30.1,21.0,14.8,51.4,34.8,40.8,large,Spain,Europe,0.0,144.0,2.0
601–800,Baylor University,16736,17.0,0.05,57,28.8,30.7,16.7,39.2,33.1,27.1,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,University of Bedfordshire,11366,18.9,0.32,59,22.4,17.6,12.0,24.5,32.0,71.8,medium,United States,North America,1.0,172.0,3.0
601–800,Beihang University,28884,14.4,0.06,49,27.9,27.1,30.6,21.0,99.1,24.2,large,China,Asia,0.0,61.0,1.0
601–800,Beijing Institute of Technology,28174,12.6,0.07,34,26.3,29.2,28.5,16.5,93.9,22.1,large,China,Asia,0.0,61.0,1.0
601–800,University of Beira Interior,6925,16.0,0.08,52,29.0,20.0,15.0,48.7,32.0,41.8,medium,Portugal,Europe,0.0,137.0,2.0
601–800,Ben-Gurion University of the Negev,16568,20.4,0.03,51,29.4,24.6,26.4,34.7,42.7,35.5,large,Israel,Asia,0.0,68.0,1.0
601–800,Beni-Suef University,69962,32.5,0.01,43,30.4,18.4,6.4,63.2,31.8,43.3,large,Egypt,Africa,0.0,14.0,0.0
601–800,Bournemouth University,12299,17.4,0.19,56,29.0,18.1,15.7,40.9,32.1,77.0,medium,United Kingdom,Europe,1.0,148.0,2.0
601–800,University of Bradford,9636,17.0,0.3,55,25.1,19.2,14.5,26.7,34.6,81.4,medium,United Kingdom,Europe,1.0,148.0,2.0
601–800,University of Brighton,16666,17.5,0.22,57,27.0,18.2,12.5,39.3,32.7,69.6,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,University of Cagliari,29645,32.6,0.02,60,30.3,20.5,6.1,62.6,34.4,36.0,large,Italy,Europe,0.0,123.0,2.0
601–800,Capital Medical University,12488,6.9,0.04,69,21.6,26.4,18.9,19.0,32.4,20.5,medium,China,Asia,0.0,61.0,1.0
601–800,Carlos III University of Madrid,16429,11.1,0.14,43,27.2,24.6,15.3,33.6,36.3,56.8,large,Spain,Europe,0.0,144.0,2.0
601–800,University of Central Lancashire,16500,15.5,0.18,57,24.8,17.2,12.5,35.3,32.2,59.3,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,Central South University,55707,17.1,0.01,40,25.2,23.6,23.7,26.8,68.4,16.6,large,China,Asia,0.0,61.0,1.0
601–800,Chang Gung University,7540,12.5,0.02,43,25.7,22.1,25.5,29.9,41.7,19.1,medium,Taiwan,Asia,0.0,91.0,1.0
601–800,University of Chemistry and Technology Prague,4210,10.0,0.2,62,22.5,24.8,13.8,20.9,39.2,49.4,small,Czech Republic,Europe,0.0,112.0,2.0
601–800,Chiba University,14002,10.1,0.05,37,26.3,27.6,17.7,32.1,52.5,24.2,medium,Japan,Asia,0.0,69.0,1.0
601–800,University of Chile,38848,17.2,0.05,47,27.8,24.4,19.0,34.3,31.8,49.1,large,Chile,South America,0.0,190.0,5.0
601–800,China Agricultural University,18725,11.3,0.02,58,30.0,33.3,23.1,34.7,45.2,20.6,large,China,Asia,0.0,61.0,1.0
601–800,China University of Geosciences Beijing,17840,17.5,0.01,33,28.0,27.7,14.5,41.8,50.7,20.6,large,China,Asia,0.0,61.0,1.0
601–800,China University of Geosciences Wuhan,30585,20.3,0.03,49,23.9,21.6,15.2,33.5,48.0,21.8,large,China,Asia,0.0,61.0,1.0
601–800,Chonbuk National University,23728,20.7,0.03,44,22.9,21.6,18.7,26.0,37.2,28.3,large,South Korea,Asia,0.0,73.0,1.0
601–800,Chonnam National University,23984,13.8,0.03,48,22.7,20.8,14.5,31.1,36.9,24.1,large,South Korea,Asia,0.0,73.0,1.0
601–800,Chulalongkorn University,38734,14.8,0.03,59,22.5,27.0,14.9,18.4,73.3,34.8,large,Thailand,Asia,0.0,93.0,1.0
601–800,Comenius University in Bratislava,22857,11.1,0.11,66,22.4,22.6,11.9,25.3,31.8,49.1,large,Slovakia,Europe,0.0,142.0,2.0
601–800,COMSATS Institute of Information Technology,30126,10.4,0.13,24,28.6,17.5,7.4,56.8,31.8,44.3,large,Pakistan,Asia,0.0,84.0,1.0
601–800,Coventry University,22737,14.3,0.45,48,24.2,18.6,10.1,28.7,32.3,82.0,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,Czech Technical University in Prague,21266,13.2,0.16,30,24.2,20.2,17.3,28.5,39.3,45.3,large,Czech Republic,Europe,0.0,112.0,2.0
601–800,Dalian University of Technology,38678,16.6,0.02,35,27.0,23.3,21.3,32.6,82.9,23.1,large,China,Asia,0.0,61.0,1.0
601–800,University of Dayton,10502,15.2,0.15,48,23.7,30.2,15.1,22.3,37.8,33.0,medium,United States,North America,1.0,172.0,3.0
601–800,University of Delhi,22107,23.1,0.01,49,26.4,40.2,17.6,23.1,31.9,18.4,large,India,Asia,0.0,64.0,1.0
601–800,De Montfort University,15880,18.8,0.25,58,25.0,18.9,13.6,31.9,31.9,65.5,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,Dublin Institute of Technology,14544,19.5,0.26,41,25.3,17.0,10.7,34.6,33.5,77.5,medium,Ireland,Europe,1.0,122.0,2.0
601–800,East China University of Science and Technology,24207,17.4,0.06,41,29.6,20.9,17.2,45.9,83.8,30.6,large,China,Asia,0.0,61.0,1.0
601–800,Eastern Mediterranean University,19069,32.5,0.84,37,29.2,18.0,16.3,36.1,79.5,80.9,large,Northern Cyprus,Europe,0.0,134.0,2.0
601–800,University of East London,11857,20.2,0.33,61,22.7,22.4,13.1,18.2,31.8,77.3,medium,United Kingdom,Europe,1.0,148.0,2.0
601–800,École Centrale de Lyon,1871,15.2,0.22,25,29.9,29.2,15.0,33.9,71.4,61.9,small,France,Europe,0.0,116.0,2.0
601–800,École Normale Supérieure de Cachan,1631,10.5,0.15,30,30.5,31.3,10.6,42.2,45.0,55.3,small,France,Europe,0.0,116.0,2.0
601–800,Edinburgh Napier University,10953,20.3,0.32,56,24.1,17.0,10.9,30.4,34.2,77.1,medium,United Kingdom,Europe,1.0,148.0,2.0
601–800,Embry-Riddle Aeronautical University,15514,15.3,0.11,17,29.1,16.6,7.4,63.6,31.9,27.6,large,United States,North America,1.0,172.0,3.0
601–800,Eötvös Loránd University,23558,14.8,0.07,63,27.1,21.1,12.6,42.2,32.4,47.0,large,Hungary,Europe,0.0,120.0,2.0
601–800,Federal University of ABC (UFABC),12467,20.3,0.01,31,24.5,29.2,12.1,29.3,34.5,32.8,medium,Brazil,South America,0.0,189.0,5.0
601–800,Federal University of Itajubá,7559,15.3,0.01,29,22.5,29.5,20.4,11.8,100.0,19.6,medium,Brazil,South America,0.0,189.0,5.0
601–800,Federal University of Minas Gerais,45138,14.5,0.02,53,25.1,29.3,14.5,30.8,34.3,24.8,large,Brazil,South America,0.0,189.0,5.0
601–800,Federal University of Rio de Janeiro,54989,14.0,0.02,54,25.1,30.2,19.8,23.2,40.5,28.3,large,Brazil,South America,0.0,189.0,5.0
601–800,Federal University of Rio Grande do Sul,39588,14.4,0.01,47,22.8,30.0,9.0,30.7,6.1,23.5,large,Brazil,South America,0.0,189.0,5.0
601–800,Florida Atlantic University,17330,15.8,0.1,59,25.2,19.0,12.9,40.6,1.7,45.5,large,United States,North America,1.0,172.0,3.0
601–800,Florida Institute of Technology,5343,14.6,0.35,33,23.7,22.4,12.7,26.1,34.7,59.7,medium,United States,North America,1.0,172.0,3.0
601–800,Fuzhou University,35901,17.7,0.01,42,27.1,17.5,10.2,54.0,42.1,20.0,large,China,Asia,0.0,61.0,1.0
601–800,Gebze Technical University,5781,23.1,0.02,34,22.3,19.8,10.4,34.7,33.4,26.6,medium,Turkey,Asia,0.0,94.0,1.0
601–800,Glasgow Caledonian University,13826,21.9,0.19,59,26.6,17.1,10.9,42.9,32.7,59.9,medium,United Kingdom,Europe,1.0,148.0,2.0
601–800,University of Greenwich,14678,18.7,0.35,55,28.0,17.1,12.3,40.1,33.2,84.7,medium,United Kingdom,Europe,1.0,148.0,2.0
601–800,Hacettepe University,39181,18.3,0.05,57,27.2,28.2,10.7,42.9,33.8,23.6,large,Turkey,Asia,0.0,94.0,1.0
601–800,University of Haifa,17917,30.7,0.02,66,30.3,24.9,30.0,34.3,33.8,35.9,large,Israel,Asia,0.0,68.0,1.0
601–800,Hiroshima University,14769,8.3,0.06,36,29.7,29.7,19.6,39.0,48.9,26.8,medium,Japan,Asia,0.0,69.0,1.0
601–800,Huazhong Agricultural University,25619,17.6,0.01,53,28.7,26.8,12.9,48.0,39.8,18.5,large,China,Asia,0.0,61.0,1.0
601–800,University of Huddersfield,15154,22.5,0.26,56,24.8,20.5,16.3,26.5,33.5,66.0,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,Hunan University,42004,22.2,0.02,45,27.3,20.5,19.6,42.2,51.3,18.3,large,China,Asia,0.0,61.0,1.0
601–800,Indian Institute of Technology Guwahati,5419,13.4,0.01,15,29.2,24.8,19.2,46.4,36.1,15.1,medium,India,Asia,0.0,64.0,1.0
601–800,Indian Institute of Technology Madras,9033,14.9,0.13,19,29.6,36.9,22.1,29.2,71.5,18.2,medium,India,Asia,0.0,64.0,1.0
601–800,Indian Institute of  Technology (Indian School of Mines) Dhanbad,6692,24.6,0.01,15,25.6,22.8,11.9,43.1,49.7,13.2,medium,India,Asia,0.0,64.0,1.0
601–800,Inha University,19921,23.8,0.03,38,23.4,23.0,19.5,23.1,66.3,27.1,large,South Korea,Asia,0.0,73.0,1.0
601–800,Iran University of Science and Technology,13206,31.7,0.13,30,28.4,25.5,24.7,36.3,51.2,15.1,medium,Iran,Asia,0.0,66.0,1.0
601–800,ISCTE-University Institute of Lisbon,8699,22.8,0.12,50,24.4,24.6,24.7,17.5,33.5,46.6,medium,Portugal,Europe,0.0,137.0,2.0
601–800,Isfahan University of Technology,9323,19.8,0.01,42,28.7,21.4,20.5,41.8,84.1,20.1,medium,Iran,Asia,0.0,66.0,1.0
601–800,Istanbul Technical University,36061,16.9,0.04,34,28.5,22.5,24.2,33.5,100.0,25.6,large,Turkey,Asia,0.0,94.0,1.0
601–800,Jadavpur University,11011,17.6,0.13,31,27.6,33.3,18.5,33.3,38.6,14.9,medium,India,Asia,0.0,64.0,1.0
601–800,University of Jaén,16894,20.5,0.08,55,23.7,16.7,11.7,39.8,34.2,32.2,large,Spain,Europe,0.0,144.0,2.0
601–800,Jagiellonian University,42594,11.8,0.06,67,26.0,23.1,14.2,37.9,32.7,34.3,large,Poland,Europe,0.0,136.0,2.0
601–800,University of Johannesburg,28122,27.4,0.07,55,29.0,19.3,23.5,36.3,42.7,55.6,large,South Africa,Africa,0.0,44.0,0.0
601–800,Juntendo University,4246,3.7,0.01,52,24.5,32.2,12.4,27.9,48.5,20.1,small,Japan,Asia,0.0,69.0,1.0
601–800,Kagawa University,6453,9.6,0.02,41,22.8,21.6,11.1,33.1,36.9,27.9,medium,Japan,Asia,0.0,69.0,1.0
601–800,Kanazawa University,10464,10.4,0.05,36,25.2,27.4,16.7,31.7,33.8,21.5,medium,Japan,Asia,0.0,69.0,1.0
601–800,Kansas State University,22017,14.7,0.11,50,30.3,24.3,17.8,44.1,41.5,45.1,large,United States,North America,1.0,172.0,3.0
601–800,Kaohsiung Medical University,6894,12.2,0.06,56,23.3,20.2,19.1,28.1,50.2,24.4,medium,Taiwan,Asia,0.0,91.0,1.0
601–800,Universiti Kebangsaan Malaysia,19353,11.8,0.12,70,22.7,30.5,21.4,11.0,34.1,39.1,large,Malaysia,Asia,0.0,79.0,1.0
601–800,Keio University,34689,11.1,0.07,34,29.4,31.6,23.2,33.1,40.1,27.5,large,Japan,Asia,0.0,69.0,1.0
601–800,King Juan Carlos University,33849,26.5,0.11,57,24.0,18.8,10.3,37.3,34.6,42.8,large,Spain,Europe,0.0,144.0,2.0
601–800,King Mongkut’s University of Technology Thonburi,16413,22.0,0.01,46,26.0,18.0,10.6,42.3,98.0,30.1,large,Thailand,Asia,0.0,93.0,1.0
601–800,Kingston University,17342,21.5,0.36,55,25.1,18.8,15.6,26.4,32.2,80.2,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,K.N. Toosi University of Technology,7079,23.0,0.13,33,21.9,19.4,18.5,27.0,47.4,16.7,medium,Iran,Asia,0.0,66.0,1.0
601–800,Kobe University,15751,7.8,0.07,34,25.7,30.3,19.3,26.5,38.9,24.8,large,Japan,Asia,0.0,69.0,1.0
601–800,Kochi University,5584,8.4,0.01,46,22.5,20.1,9.4,36.0,37.6,25.8,medium,Japan,Asia,0.0,69.0,1.0
601–800,Kumamoto University,10214,7.8,0.06,37,22.1,24.8,13.6,24.9,43.8,26.4,medium,Japan,Asia,0.0,69.0,1.0
601–800,Kuwait University,37752,24.0,0.13,72,22.7,19.1,8.8,27.1,35.3,70.8,large,Kuwait,Asia,0.0,74.0,1.0
601–800,Kyungpook National University,27162,18.2,0.04,42,22.2,22.1,19.6,22.9,39.0,24.5,large,South Korea,Asia,0.0,73.0,1.0
601–800,University of La Laguna,20248,14.0,0.04,57,29.9,18.1,9.7,57.5,32.4,46.6,large,Spain,Europe,0.0,144.0,2.0
601–800,Leeds Beckett University,20122,20.8,0.14,50,24.5,16.8,11.1,39.5,32.2,46.8,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,University of Lincoln,10874,16.0,0.16,56,23.5,17.0,12.1,30.1,32.8,65.5,medium,United Kingdom,Europe,1.0,148.0,2.0
601–800,University of Ljubljana,42922,15.8,0.04,60,27.1,25.7,16.1,35.8,35.6,38.5,large,Slovenia,Europe,0.0,143.0,2.0
601–800,Manchester Metropolitan University,26686,15.3,0.15,58,23.5,19.1,11.8,29.9,32.0,59.4,large,United Kingdom,Europe,1.0,148.0,2.0
601–800,University of Maribor,13197,15.4,0.04,54,28.7,18.9,15.3,49.0,39.2,36.7,medium,Slovenia,Europe,0.0,143.0,2.0
