rank,name,fte_students,students_per_staff,international_students,ratio,overall,teaching,research,citations,industry_income,international_outlook,size,country,continent,english_spoken,size_int,country_int,continent_int
501-600,Mahidol University,27402,7.5,0.03,63,26.2,26.8,15.1,28.3,71.6,44.1,large,Thailand,Asia,0.0,2.0,93.0,1.0
501-600,Manchester Metropolitan University,28037,18.2,0.14,57,24.3,22.7,10.6,30.8,28.3,57.8,large,United Kingdom,Europe,1.0,2.0,148.0,2.0
501-600,University of Maribor,14531,17.3,0.04,54,24.7,17.1,11.5,42.1,38.7,33.6,medium,Slovenia,Europe,0.0,1.0,143.0,2.0
501-600,Masaryk University,40898,26.6,0.17,62,26.0,21.2,22.9,27.8,28.5,48.9,large,Czech Republic,Europe,0.0,2.0,112.0,2.0
501-600,University of the Basque Country,46373,15.3,0.05,53,27.6,18.2,19.6,43.1,30.3,34.9,large,Spain,Europe,0.0,2.0,144.0,2.0
501-600,Massey University,19101,16.8,0.15,62,28.6,23.1,17.1,31.9,35.8,80.5,large,New Zealand,Oceania,1.0,2.0,179.0,4.0
501-600,Memorial University of Newfoundland,15464,14.6,0.1,59,26.1,18.1,15.8,35.6,48.3,53.3,large,Canada,North America,1.0,2.0,154.0,3.0
501-600,Middle East Technical University,25779,22.2,0.07,44,26.3,29.9,17.3,28.8,60.0,26.7,large,Turkey,Asia,0.0,2.0,94.0,1.0
501-600,University of Minho,19090,18.8,0.09,52,28.4,23.9,20.1,35.3,51.6,43.6,large,Portugal,Europe,0.0,2.0,137.0,2.0
501-600,Missouri University of Science and Technology,7647,15.5,0.12,23,25.5,23.5,18.4,28.7,52.8,40.6,medium,United States,North America,1.0,1.0,172.0,3.0
501-600,Montana State University,12331,17.8,0.04,46,29.1,17.7,21.8,48.0,43.0,23.5,medium,United States,North America,1.0,1.0,172.0,3.0
501-600,Monterrey Institute of Technology and Higher Education,14353,20.5,0.12,40,24.4,23.9,12.7,23.4,75.8,59.6,medium,Mexico,North America,0.0,1.0,165.0,3.0
501-600,National Central University,10915,9.8,0.06,31,24.0,26.3,23.2,17.5,75.3,27.1,medium,Taiwan,Asia,0.0,1.0,91.0,1.0
501-600,National Sun Yat-Sen University,9336,19.6,0.04,37,28.1,26.1,33.0,25.8,44.3,19.7,medium,Taiwan,Asia,0.0,1.0,91.0,1.0
501-600,National Taiwan Normal University,11072,13.0,0.19,57,27.0,26.2,31.3,16.2,81.9,38.1,medium,Taiwan,Asia,0.0,1.0,91.0,1.0
501-600,National Technical University of Athens,14780,26.9,0.07,36,24.8,20.2,15.0,36.2,40.3,31.3,medium,Greece,Europe,0.0,1.0,119.0,2.0
501-600,Moscow Institute of Physics and Technology,5395,7.0,0.12,20,25.7,35.4,18.4,15.5,62.8,44.4,medium,Russian Federation,Europe,0.0,1.0,139.0,2.0
501-600,New Jersey Institute of Technology,10646,26.2,0.17,25,24.8,18.9,16.6,32.2,32.2,48.5,medium,United States,North America,1.0,1.0,172.0,3.0
501-600,New Mexico State University,15035,18.8,0.07,54,28.9,19.5,19.2,47.2,34.6,30.5,large,United States,North America,1.0,2.0,172.0,3.0
501-600,University of North Carolina at Greensboro,16446,19.2,0.02,66,25.0,18.2,15.3,43.1,28.9,17.4,large,United States,North America,1.0,2.0,172.0,3.0
501-600,Oklahoma State University,21270,21.4,0.07,49,27.8,27.5,22.7,33.1,33.7,25.6,large,United States,North America,1.0,2.0,172.0,3.0
501-600,Osaka City University,8604,10.1,0.04,36,24.8,26.3,13.4,34.4,40.7,21.3,medium,Japan,Asia,0.0,1.0,69.0,1.0
501-600,Otto von Guericke University of Magdeburg,14104,13.1,0.13,42,27.3,22.9,14.4,39.7,37.7,43.9,medium,Germany,Europe,0.0,1.0,118.0,2.0
501-600,University of Oviedo,24210,13.7,0.05,54,25.2,19.5,10.8,41.9,34.1,36.2,large,Spain,Europe,0.0,2.0,144.0,2.0
501-600,Palack_ University Olomouc,18540,11.4,0.09,70,26.5,19.2,11.8,42.9,28.7,48.8,large,Czech Republic,Europe,0.0,2.0,112.0,2.0
501-600,Panjab University,16691,23.9,0.01,46,24.1,24.6,8.8,41.0,28.1,14.1,large,India,Asia,0.0,2.0,64.0,1.0
501-600,Paris Dauphine University,9565,15.4,0.28,53,24.1,21.9,11.1,27.6,30.6,69.3,medium,France,Europe,0.0,1.0,116.0,2.0
501-600,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),14300,21.2,0.03,49,26.4,24.5,24.1,23.1,100.0,31.3,medium,Brazil,South America,0.0,1.0,189.0,5.0
501-600,Portland State University,20398,22.2,0.08,54,25.8,16.8,14.4,43.3,44.6,31.6,large,United States,North America,1.0,2.0,172.0,3.0
501-600,University of Pretoria,37314,20.0,0.08,57,24.1,25.6,21.2,17.5,52.4,46.0,large,South Africa,Africa,0.0,2.0,44.0,0.0
501-600,Pusan National University,24929,19.7,0.12,51,25.9,27.5,24.7,20.4,66.8,32.9,large,South Korea,Asia,0.0,2.0,73.0,1.0
501-600,Quaid-i-azam University,12688,25.7,0.13,53,25.5,17.9,9.9,45.6,31.9,35.4,medium,Pakistan,Asia,0.0,1.0,84.0,1.0
501-600,University of Regina,11550,22.8,0.12,61,24.1,15.6,15.8,34.2,34.4,47.7,medium,Canada,North America,1.0,1.0,154.0,3.0
501-600,Renmin University of China,24954,12.7,0.06,49,27.8,34.7,13.7,30.7,42.5,40.1,large,China,Asia,0.0,2.0,61.0,1.0
501-600,University of Rennes 1France,22186,13.9,0.12,50,26.6,17.8,10.3,44.7,31.7,53.0,large,France,Europe,0.0,2.0,116.0,2.0
501-600,University of Salamanca,31035,17.9,0.12,58,24.5,26.1,16.9,25.9,31.6,40.8,large,Spain,Europe,0.0,2.0,144.0,2.0
501-600,University of Santiago de Compostela,29085,15.3,0.06,63,28.8,22.9,14.1,46.9,32.3,37.1,large,Spain,Europe,0.0,2.0,144.0,2.0
501-600,Semmelweis University,12920,10.9,0.25,64,28.4,19.6,10.6,41.5,30.7,81.7,medium,Hungary,Europe,0.0,1.0,120.0,2.0
501-600,University of Seville,64931,17.5,0.07,55,24.0,21.5,14.9,32.6,36.7,32.0,large,Spain,Europe,0.0,2.0,144.0,2.0
501-600,Université de Sherbrooke,13438,5.4,0.05,54,26.6,25.6,9.5,41.3,29.6,39.8,medium,Canada,North America,1.0,1.0,154.0,3.0
501-600,Soochow University,36465,12.9,0.02,78,26.7,19.2,13.7,45.8,75.3,16.0,large,China,Asia,0.0,2.0,61.0,1.0
501-600,South China University of Technology,41438,17.7,0.03,33,24.4,19.5,22.1,28.1,86.8,17.5,large,China,Asia,0.0,2.0,61.0,1.0
501-600,Tallinn University of Technology,14061,28.6,0.05,44,25.0,16.3,15.0,38.7,44.8,37.9,medium,Estonia,Europe,0.0,1.0,114.0,2.0
501-600,Tehran University of Medical Sciences,13912,9.0,0.01,62,26.1,51.8,20.0,9.3,30.0,14.1,medium,Iran,Asia,0.0,1.0,66.0,1.0
501-600,University of Texas at Arlington,29396,10.5,0.1,60,28.9,20.1,10.1,50.9,33.4,50.3,large,United States,North America,1.0,2.0,172.0,3.0
501-600,Tianjin University,29693,12.2,0.01,49,28.5,36.5,34.4,12.2,100.0,14.7,large,China,Asia,0.0,2.0,61.0,1.0
501-600,Tokyo University of Agriculture and Technology,5865,14.4,0.05,27,25.2,34.9,24.1,16.9,39.9,19.4,medium,Japan,Asia,0.0,1.0,69.0,1.0
501-600,University of Toledo,19465,17.5,0.09,50,26.1,31.6,13.4,29.9,32.9,37.7,large,United States,North America,1.0,2.0,172.0,3.0
501-600,Tongji University,37394,13.5,0.1,38,25.7,28.9,29.2,13.1,63.5,37.2,large,China,Asia,0.0,2.0,61.0,1.0
501-600,University of Tulsa,4597,12.5,0.25,43,25.2,29.7,12.9,24.6,71.7,43.8,small,United States,North America,1.0,0.0,172.0,3.0
501-600,United Arab Emirates University,9221,12.5,0.26,76,24.5,18.8,14.8,21.7,30.1,95.0,medium,United Arab Emirates,Asia,0.0,1.0,96.0,1.0
501-600,University of Warsaw,49292,14.1,0.07,67,29.1,26.1,15.8,42.2,28.5,41.6,large,Poland,Europe,0.0,2.0,136.0,2.0
501-600,University of Wisconsin-Milwaukee,22542,18.4,0.05,52,25.7,17.3,13.8,45.5,29.0,26.0,large,United States,North America,1.0,2.0,172.0,3.0
501-600,Xi’an Jiaotong University,29863,12.3,0.04,34,26.7,28.7,22.5,25.5,70.4,25.8,large,China,Asia,0.0,2.0,61.0,1.0
501-600,University of Zaragoza,31046,11.8,0.05,55,28.1,20.1,12.7,49.5,36.7,33.5,large,Spain,Europe,0.0,2.0,144.0,2.0
601-800,University of A Coruña,17062,13.0,0.02,52,16.2,18.3,10.0,16.6,38.2,23.4,large,Spain,Europe,0.0,2.0,144.0,2.0
601-800,Adam Mickiewicz University,40633,15.6,0.01,71,16.5,20.0,11.0,15.3,28.7,25.7,large,Poland,Europe,0.0,2.0,136.0,2.0
601-800,AGH University of Science and Technology,35569,17.0,0.13,0,18.3,14.2,3.7,35.7,36.2,17.9,large,Poland,Europe,0.0,2.0,136.0,2.0
601-800,Ajou University,12706,11.3,0.02,33,19.2,19.5,11.9,23.9,45.7,20.0,medium,South Korea,Asia,0.0,1.0,73.0,1.0
601-800,University of Alcalá,30812,25.1,0.18,53,22.0,17.6,11.2,28.3,43.3,50.0,large,Spain,Europe,0.0,2.0,144.0,2.0
601-800,Alexandria University,127431,23.3,0.01,46,16.1,20.3,8.2,14.1,29.7,33.7,large,Egypt,Africa,0.0,2.0,14.0,0.0
601-800,Alexandru Ioan Cuza University,25724,33.0,0.05,63,17.9,24.9,13.6,7.0,28.2,46.9,large,Romania,Europe,0.0,2.0,138.0,2.0
601-800,Aligarh Muslim University,11197,10.5,0.02,17,19.9,28.3,10.0,20.9,29.6,18.7,medium,India,Asia,0.0,1.0,64.0,1.0
601-800,American University of Sharjah,5226,14.1,0.82,48,18.9,12.4,10.6,13.3,33.3,95.6,medium,United Arab Emirates,Asia,0.0,1.0,96.0,1.0
601-800,Amrita Vishwa Vidyapeetham,17273,6.6,0.08,49,17.0,20.4,5.8,20.7,28.0,29.6,large,India,Asia,0.0,2.0,64.0,1.0
601-800,Anadolu University,379231,162.6,0.01,78,17.3,12.2,22.6,10.9,100.0,14.3,large,Turkey,Asia,0.0,2.0,94.0,1.0
601-800,Andhra University,10407,20.2,0.03,36,14.2,34.8,6.9,1.2,31.3,7.2,medium,India,Asia,0.0,1.0,64.0,1.0
601-800,University of Antioquia,38872,23.0,0.01,50,20.4,18.1,21.1,14.8,43.6,42.0,large,Colombia,South America,0.0,2.0,191.0,5.0
601-800,Aristotle University of Thessaloniki,46288,22.2,0.09,52,23.7,22.6,15.0,29.5,33.6,36.6,large,Greece,Europe,0.0,2.0,119.0,2.0
601-800,Asia University,12119,26.3,0.03,53,20.6,14.4,15.9,30.5,38.4,18.3,medium,Taiwan,Asia,0.0,1.0,91.0,1.0
601-800,Athens University of Economics and Business,13167,57.5,0.06,47,23.6,13.4,18.8,31.2,66.5,39.2,medium,Greece,Europe,0.0,1.0,119.0,2.0
601-800,Auckland University of Technology,18981,18.1,0.38,58,22.5,17.3,9.8,21.7,28.5,95.6,large,New Zealand,Oceania,1.0,2.0,179.0,4.0
601-800,Austral University of Chile,13794,17.8,0.01,47,16.6,16.7,9.7,14.2,41.1,45.2,medium,Chile,South America,0.0,1.0,190.0,5.0
601-800,Beijing Institute of Technology,25983,12.6,0.03,35,20.5,25.9,21.7,9.1,87.6,16.9,large,China,Asia,0.0,2.0,61.0,1.0
601-800,Belarusian State University,29303,10.6,0.06,69,14.8,20.2,8.7,6.0,28.0,48.2,large,Belarus,Europe,0.0,2.0,105.0,2.0
601-800,University of Belgrade,96968,28.3,0.04,60,17.7,20.4,13.2,14.0,45.6,30.5,large,Serbia,Europe,0.0,2.0,141.0,2.0
601-800,Birla Institute of Technology and Science,11837,19.5,0.13,22,15.0,18.3,8.3,17.4,29.6,13.7,medium,India,Asia,0.0,1.0,64.0,1.0
601-800,University of Bradford,11065,20.5,0.32,53,23.9,18.7,15.9,22.7,32.7,79.1,medium,United Kingdom,Europe,1.0,1.0,148.0,2.0
601-800,University of Brasília,45880,14.5,0.02,52,14.5,21.9,7.4,10.4,31.7,24.1,large,Brazil,South America,0.0,2.0,189.0,5.0
601-800,University of Brighton,16924,19.5,0.19,58,19.7,16.7,10.7,20.1,29.4,62.8,large,United Kingdom,Europe,1.0,2.0,148.0,2.0
601-800,University of Bucharest,31806,24.9,0.02,70,19.0,34.3,11.5,9.9,29.5,21.3,large,Romania,Europe,0.0,2.0,138.0,2.0
601-800,Budapest University of Technology and Economics,22447,22.1,0.04,32,19.0,17.1,13.7,21.6,39.7,30.4,large,Hungary,Europe,0.0,2.0,120.0,2.0
601-800,Cairo University,231941,39.1,0.02,47,15.7,18.9,11.1,11.9,30.3,31.0,large,Egypt,Africa,0.0,2.0,14.0,0.0
601-800,University of Calcutta,18511,32.5,0.13,50,20.7,34.7,8.7,19.8,29.2,13.1,large,India,Asia,0.0,2.0,64.0,1.0
601-800,California State University,29594,32.3,0.05,58,16.2,11.6,10.4,23.3,47.0,18.9,large,United States,North America,1.0,2.0,172.0,3.0
601-800,Capital Medical University,11506,7.1,0.03,70,19.4,26.3,14.9,16.3,28.8,18.8,medium,China,Asia,0.0,1.0,61.0,1.0
601-800,University of Castilla-La Mancha,26381,14.3,0.03,56,20.6,18.4,10.3,30.5,29.7,28.6,large,Spain,Europe,0.0,2.0,144.0,2.0
601-800,University of Central Lancashire,18542,17.5,0.17,57,20.8,15.7,9.4,28.2,28.9,54.1,large,United Kingdom,Europe,1.0,2.0,148.0,2.0
601-800,University of Cergy-Pontoise,17000,9.2,0.11,53,15.9,18.7,6.3,13.2,28.6,49.1,large,France,Europe,0.0,2.0,116.0,2.0
601-800,Chang Gung University,7506,12.6,0.13,42,23.5,19.3,24.7,27.6,31.9,15.7,medium,Taiwan,Asia,0.0,1.0,91.0,1.0
601-800,Carlos III University of Madrid,15730,11.4,0.09,43,23.8,23.2,17.4,24.8,34.8,44.7,large,Spain,Europe,0.0,2.0,144.0,2.0
601-800,University of Chemistry and Technology,4699,11.0,0.18,49,19.7,21.6,12.0,17.4,38.9,46.3,small,Czech Republic,Europe,0.0,0.0,112.0,2.0
601-800,Chiang Mai University,35617,16.5,0.01,19,20.6,17.8,9.4,30.0,32.3,34.9,large,Thailand,Asia,0.0,2.0,93.0,1.0
601-800,Chiba University,14554,12.3,0.05,37,23.5,26.9,16.8,24.8,55.3,21.0,medium,Japan,Asia,0.0,1.0,69.0,1.0
601-800,China University of Geosciences,29483,20.7,0.02,49,22.0,21.1,21.4,21.5,64.5,16.1,large,China,Asia,0.0,2.0,61.0,1.0
601-800,China University of Petroleum,14579,19.4,0.06,49,20.0,23.6,26.6,4.0,100.0,15.9,medium,China,Asia,0.0,1.0,61.0,1.0
601-800,Chonbuk National University,23270,15.0,0.03,45,20.5,19.7,14.7,24.5,33.3,27.2,large,South Korea,Asia,0.0,2.0,73.0,1.0
601-800,Chongqing University,43955,16.0,0.03,49,16.1,19.5,15.5,8.7,73.8,15.5,large,China,Asia,0.0,2.0,61.0,1.0
601-800,Chonnam National University,35779,18.5,0.03,41,19.8,17.5,11.7,29.1,31.4,20.4,large,South Korea,Asia,0.0,2.0,73.0,1.0
601-800,Chulalongkorn University,38719,14.5,0.02,59,19.8,23.8,14.1,16.7,37.8,32.8,large,Thailand,Asia,0.0,2.0,93.0,1.0
601-800,Chung Yuan Christian University,15020,30.2,0.03,41,19.1,15.9,22.1,17.4,41.9,18.7,large,Taiwan,Asia,0.0,2.0,91.0,1.0
601-800,Chungnam National University,18361,17.2,0.03,34,18.7,23.2,17.7,13.2,39.9,19.8,large,South Korea,Asia,0.0,2.0,73.0,1.0
601-800,Clemson University,19198,17.1,0.08,46,23.9,21.4,19.7,27.0,35.8,34.6,large,United States,North America,1.0,2.0,172.0,3.0
601-800,Comenius University in Bratislava,20879,9.7,0.1,54,20.1,23.0,10.3,19.6,28.0,46.9,large,Slovakia,Europe,0.0,2.0,142.0,2.0
601-800,Coventry University,21934,14.8,0.35,47,18.9,17.1,7.7,18.4,29.1,69.6,large,United Kingdom,Europe,1.0,2.0,148.0,2.0
601-800,Dalian University of Technology,34326,15.2,0.02,33,23.4,22.6,19.0,23.5,93.3,20.7,large,China,Asia,0.0,2.0,61.0,1.0
601-800,University of Debrecen,29714,20.3,0.13,57,19.5,17.3,11.4,20.9,38.9,49.0,large,Hungary,Europe,0.0,2.0,120.0,2.0
601-800,University of Delhi,32567,22.9,0.01,50,19.8,29.8,10.8,19.1,28.2,15.4,large,India,Asia,0.0,2.0,64.0,1.0
601-800,University of Dhaka,62716,6.9,0.05,34,15.1,21.7,7.2,9.6,31.7,37.2,large,Bangladesh,Asia,0.0,2.0,56.0,1.0
601-800,Dublin Institute of Technology,13839,18.9,0.25,41,19.7,16.1,8.8,20.7,28.1,70.5,medium,Ireland,Europe,1.0,1.0,122.0,2.0
601-800,Ehime University,8394,9.9,0.01,39,16.9,19.2,11.3,17.5,37.8,20.9,medium,Japan,Asia,0.0,1.0,69.0,1.0
601-800,University of Electronic Science and Technology of China,21689,9.8,0.13,21,14.4,20.5,12.9,8.8,28.0,13.4,large,China,Asia,0.0,2.0,61.0,1.0
601-800,Eötvös Loránd University,28698,22.4,0.04,63,23.2,21.3,12.1,30.6,29.3,43.0,large,Hungary,Europe,0.0,2.0,120.0,2.0
601-800,Erciyes University,28079,28.0,0.02,46,15.4,15.5,10.9,18.0,30.3,17.2,large,Turkey,Asia,0.0,2.0,94.0,1.0
601-800,Federal University of Bahia,39861,17.9,0.01,47,13.7,18.2,8.1,14.3,1.1,19.7,large,Brazil,South America,0.0,2.0,189.0,5.0
601-800,Federal University of Minas Gerais,42612,13.5,0.01,55,22.3,27.9,15.4,23.1,30.7,21.6,large,Brazil,South America,0.0,2.0,189.0,5.0
601-800,Federal University of Paraná (UFPR),21850,11.2,0.01,51,14.3,24.6,9.6,7.0,31.9,15.5,large,Brazil,South America,0.0,2.0,189.0,5.0
601-800,Federal University of Rio Grande do Sul,38743,14.8,0.01,50,20.8,32.6,13.7,16.8,19.1,18.9,large,Brazil,South America,0.0,2.0,189.0,5.0
601-800,Federal University of Santa Catarina,26078,12.6,0.01,48,18.4,26.0,12.2,14.2,42.9,21.0,large,Brazil,South America,0.0,2.0,189.0,5.0
601-800,Federal University of São Carlos,18587,16.9,0.13,49,17.5,29.0,10.8,11.5,32.2,16.8,large,Brazil,South America,0.0,2.0,189.0,5.0
601-800,Federal University of Viçosa,13163,11.4,0.03,70,20.0,39.7,14.5,3.9,59.0,15.0,medium,Brazil,South America,0.0,1.0,189.0,5.0
601-800,Federal University of Lavras,10350,20.9,0.01,53,15.6,25.8,16.4,3.0,38.7,14.5,medium,Brazil,South America,0.0,1.0,189.0,5.0
601-800,Feng Chia University,20213,23.9,0.07,36,21.2,14.6,13.7,34.4,33.9,21.1,large,Taiwan,Asia,0.0,2.0,91.0,1.0
601-800,Florida Institute of Technology,4408,13.7,0.26,34,23.1,20.4,13.5,24.6,33.4,62.4,small,United States,North America,1.0,0.0,172.0,3.0
601-800,Fu Jen Catholic University,25951,22.8,0.04,59,15.3,14.4,9.8,18.2,47.0,19.1,large,Taiwan,Asia,0.0,2.0,91.0,1.0
601-800,Gda_sk University of Technology,25217,23.3,0.01,39,14.2,15.5,9.5,15.2,36.8,16.1,large,Poland,Europe,0.0,2.0,136.0,2.0
601-800,University of Ghana,37274,37.5,0.02,41,19.7,15.6,15.6,19.5,34.5,48.4,large,Ghana,Africa,0.0,2.0,20.0,0.0
601-800,Gifu University,7318,12.4,0.04,35,19.3,25.4,16.9,14.7,32.8,18.5,medium,Japan,Asia,0.0,1.0,69.0,1.0
601-800,Glasgow Caledonian University,13527,21.6,0.16,60,20.4,17.1,10.4,24.2,29.9,55.0,medium,United Kingdom,Europe,1.0,1.0,148.0,2.0
601-800,University of Greenwich,18096,24.6,0.32,53,19.8,15.7,9.5,17.7,30.0,81.8,large,United Kingdom,Europe,1.0,2.0,148.0,2.0
601-800,Hacettepe University,39606,20.4,0.04,56,17.9,21.0,11.8,19.7,28.2,19.6,large,Turkey,Asia,0.0,2.0,94.0,1.0
601-800,University of Huddersfield,15436,18.1,0.25,54,16.6,17.4,5.4,16.5,28.0,55.2,large,United Kingdom,Europe,1.0,2.0,148.0,2.0
601-800,University of Tehran,53802,27.0,0.01,45,20.3,27.3,17.7,15.8,31.9,16.5,large,Iran,Asia,0.0,2.0,66.0,1.0
601-800,Hunan University,42756,24.7,0.02,43,18.6,18.3,15.0,21.2,46.7,14.8,large,China,Asia,0.0,2.0,61.0,1.0
601-800,University of Ibadan,26247,17.1,0.01,45,14.2,22.7,11.1,4.6,29.2,26.1,large,Nigeria,Africa,0.0,2.0,37.0,0.0
601-800,University of Indonesia,43565,15.8,0.13,51,15.8,18.1,8.0,13.9,40.0,37.2,large,Indonesia,Asia,0.0,2.0,65.0,1.0
601-800,Inha University,20353,24.1,0.03,36,22.3,20.7,20.0,22.5,64.7,23.5,large,South Korea,Asia,0.0,2.0,73.0,1.0
601-800,I-Shou University,16263,29.9,0.1,45,14.2,12.8,11.5,13.3,41.0,24.8,large,Taiwan,Asia,0.0,2.0,91.0,1.0
601-800,Istanbul University,82096,41.1,0.06,44,21.8,26.0,23.3,10.0,100.0,20.0,large,Turkey,Asia,0.0,2.0,94.0,1.0
601-800,Jagiellonian University,42835,11.5,0.05,67,23.9,24.0,14.4,30.7,28.0,33.5,large,Poland,Europe,0.0,2.0,136.0,2.0
601-800,Jilin University,65605,13.6,0.03,46,19.7,28.2,14.4,14.6,42.1,20.3,large,China,Asia,0.0,2.0,61.0,1.0
601-800,University of Jordan,35577,13.6,0.13,67,15.1,19.0,7.7,7.8,28.8,53.7,large,Jordan,Asia,0.0,2.0,70.0,1.0
601-800,Jordan University of Science and Technology,24686,16.4,0.23,55,17.2,16.4,6.2,16.4,31.4,62.2,large,Jordan,Asia,0.0,2.0,70.0,1.0
601-800,Juntendo University,3955,3.7,0.01,52,22.6,32.3,10.5,24.0,51.1,16.7,small,Japan,Asia,0.0,0.0,69.0,1.0
601-800,K.N. Toosi University of Technology,7146,24.6,0.13,32,20.1,20.9,18.1,22.5,45.5,7.1,medium,Iran,Asia,0.0,1.0,66.0,1.0
601-800,Kaohsiung Medical University,7009,12.6,0.05,56,21.3,20.6,22.2,20.5,33.2,19.9,medium,Taiwan,Asia,0.0,1.0,91.0,1.0
601-800,Khon Kaen University,39669,16.9,0.01,62,16.9,18.2,7.4,19.9,35.7,31.5,large,Thailand,Asia,0.0,2.0,93.0,1.0
601-800,King Mongkut’s University of Technology Thonburi,17791,23.7,0.01,42,23.6,18.2,11.4,36.2,70.3,28.5,large,Thailand,Asia,0.0,2.0,93.0,1.0
601-800,Kingston University,20778,20.9,0.34,53,23.2,16.9,12.1,26.7,28.5,76.8,large,United Kingdom,Europe,1.0,2.0,148.0,2.0
601-800,Kindai University,31216,11.6,0.02,29,19.0,18.5,7.9,30.0,33.2,17.0,large,Japan,Asia,0.0,2.0,69.0,1.0
601-800,Kobe University,15885,8.4,0.06,33,23.0,27.8,15.4,24.3,45.1,21.1,large,Japan,Asia,0.0,2.0,69.0,1.0
601-800,Konkuk University,26483,23.5,0.06,47,19.6,20.0,19.6,17.0,36.0,22.6,large,South Korea,Asia,0.0,2.0,73.0,1.0
601-800,Kumamoto University,10226,7.6,0.05,37,21.7,23.4,11.6,28.1,43.1,22.2,medium,Japan,Asia,0.0,1.0,69.0,1.0
601-800,Kyungpook National University,27152,14.4,0.03,42,19.1,21.1,16.0,18.1,34.9,21.7,large,South Korea,Asia,0.0,2.0,73.0,1.0
601-800,Kyushu Institute of Technology (Kyutech),5890,12.1,0.04,11,16.5,19.4,12.5,14.2,44.1,20.7,medium,Japan,Asia,0.0,1.0,69.0,1.0
601-800,University of Latvia,15100,26.5,0.03,68,19.2,22.6,10.2,20.9,28.3,31.5,large,Latvia,Europe,0.0,2.0,124.0,2.0
601-800,Lille 1 University – Science and Technology,19599,14.5,0.18,41,23.6,20.0,8.6,32.4,31.8,60.3,large,France,Europe,0.0,2.0,116.0,2.0
601-800,University of Lincoln,10665,18.9,0.11,54,22.1,17.9,11.9,26.4,29.3,60.5,medium,United Kingdom,Europe,1.0,1.0,148.0,2.0
601-800,University of Ljubljana,48821,17.6,0.04,60,22.1,24.9,13.6,24.0,32.3,34.5,large,Slovenia,Europe,0.0,2.0,143.0,2.0
601-800,University of Marrakech Cadi Ayyad,56060,38.7,0.01,46,14.7,17.4,6.3,12.1,29.2,42.7,large,Morocco,Africa,0.0,2.0,33.0,0.0
601-800,Miami University,16370,20.5,0.07,53,23.9,19.2,15.7,36.1,30.2,24.8,large,United States,North America,1.0,2.0,172.0,3.0
601-800,Middlesex University,17753,24.7,0.44,59,23.3,18.5,10.6,25.7,32.2,81.0,large,United Kingdom,Europe,1.0,2.0,148.0,2.0
601-800,University of Murcia,31460,15.8,0.06,62,20.6,19.3,11.7,28.0,29.5,28.3,large,Spain,Europe,0.0,2.0,144.0,2.0
601-800,Nagasaki University,9137,7.2,0.04,36,16.9,22.8,10.8,14.3,35.2,21.9,medium,Japan,Asia,0.0,1.0,69.0,1.0
601-800,University of Nairobi,72676,47.0,0.01,40,16.8,13.7,9.0,19.5,28.0,45.5,large,Kenya,Africa,0.0,2.0,24.0,0.0
601-800,National Chengchi University,16867,18.4,0.1,57,16.7,18.4,12.5,14.0,31.3,33.1,large,Taiwan,Asia,0.0,2.0,91.0,1.0
601-800,National Chung Cheng University,11989,22.9,0.01,42,19.3,21.3,20.3,15.7,40.8,14.2,medium,Taiwan,Asia,0.0,1.0,91.0,1.0
601-800,National Chung Hsing University,15632,20.3,0.04,39,20.8,20.2,16.8,24.5,42.5,16.9,large,Taiwan,Asia,0.0,2.0,91.0,1.0
601-800,National Taipei University of Technology,10227,16.5,0.03,25,17.9,17.8,14.6,16.4,81.3,16.0,medium,Taiwan,Asia,0.0,1.0,91.0,1.0
601-800,National Taiwan Ocean University,8240,20.9,0.05,30,19.9,18.1,21.0,18.2,49.3,20.3,medium,Taiwan,Asia,0.0,1.0,91.0,1.0
601-800,National University of Córdoba,108373,38.1,0.02,62,14.1,16.0,9.0,12.5,28.6,28.1,large,Argentina,South America,0.0,2.0,187.0,5.0
601-800,National University of Science and Technology (MISis),4441,6.7,0.13,43,20.1,24.8,17.5,10.8,67.2,33.7,small,Russian Federation,Europe,0.0,0.0,139.0,2.0
601-800,National University of Sciences and Technology,9808,7.8,0.03,27,22.2,21.4,7.0,35.0,31.3,31.3,medium,Pakistan,Asia,0.0,1.0,84.0,1.0
601-800,Niigata University,12460,8.5,0.03,37,17.1,21.9,10.1,17.5,33.0,19.3,medium,Japan,Asia,0.0,1.0,69.0,1.0
601-800,Northumbria University,22750,19.3,0.16,55,22.2,17.7,10.9,29.2,29.1,55.1,large,United Kingdom,Europe,1.0,2.0,148.0,2.0
601-800,Northwestern Polytechnical University,23056,14.1,0.03,25,14.5,23.4,15.4,3.5,28.0,15.2,large,China,Asia,0.0,2.0,61.0,1.0
601-800,Nottingham Trent University,21852,17.4,0.17,55,20.5,16.5,8.9,27.3,28.4,52.7,large,United Kingdom,Europe,1.0,2.0,148.0,2.0
601-800,Oakland University,14584,19.8,0.02,60,18.1,18.1,11.9,21.9,30.3,23.3,medium,United States,North America,1.0,1.0,172.0,3.0
601-800,Ocean University of China,36205,20.6,0.01,40,15.2,18.9,10.7,12.9,50.1,15.6,large,China,Asia,0.0,2.0,61.0,1.0
601-800,Ohio University,22224,20.0,0.09,50,22.6,25.0,14.9,24.6,30.1,33.6,large,United States,North America,1.0,2.0,172.0,3.0
